Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,TotalSpending,NumPurchases,cluster
2n Cycle,Single,39548.0,1,1,87,2,1,1,3,3,0,0,0,0,0,0,0,62,54,7,1
Graduation,Single,21474.0,1,0,0,2,3,1,2,7,1,0,0,0,0,0,1,36,91,8,1
PhD,Single,60504.0,0,1,73,2,6,2,8,6,0,0,0,0,0,0,0,54,526,18,0
Graduation,Married,22419.0,0,0,74,1,3,2,2,8,0,0,0,0,0,0,0,62,162,8,1
Master,Married,81698.0,0,0,4,1,3,8,13,1,0,0,0,0,0,0,1,76,1008,25,2
Graduation,Together,43462.0,1,1,50,6,4,1,5,8,0,0,0,0,0,0,0,73,240,16,0
PhD,Single,54880.0,1,0,57,2,6,2,11,5,0,0,0,0,0,0,0,47,795,21,0
Graduation,Married,79908.0,0,0,30,1,5,6,7,2,0,0,1,0,0,0,0,43,1772,19,2
2n Cycle,Married,15315.0,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,55,64,8,1
Graduation,Together,87771.0,0,1,61,1,5,10,4,6,0,1,1,1,1,0,1,66,1957,20,2
Graduation,Married,33039.0,1,0,4,1,2,0,4,5,0,0,0,0,0,0,0,47,78,7,1
Graduation,Single,81741.0,0,0,75,0,6,6,7,2,0,0,0,0,0,0,0,45,1572,19,2
Master,Together,71499.0,0,1,12,2,8,3,13,4,0,0,0,0,0,0,0,54,795,26,2
2n Cycle,Married,62466.0,0,1,13,5,6,3,12,4,0,0,0,0,0,0,0,55,889,26,0
PhD,Divorced,48799.0,0,1,9,3,3,2,7,3,0,0,0,0,0,0,0,62,331,15,0
PhD,Together,52157.0,0,1,48,2,3,2,5,4,0,0,0,0,0,0,0,75,265,12,1
Graduation,Single,66565.0,0,1,80,4,4,2,9,8,0,0,0,0,0,0,0,63,1065,19,0
Master,Together,29298.0,1,1,60,1,1,0,2,5,0,0,0,0,0,0,0,74,11,4,1
Graduation,Single,47691.0,0,1,43,1,1,0,2,6,0,0,0,0,0,0,0,46,21,4,1
Graduation,Together,38200.0,1,1,19,1,1,0,2,7,0,0,0,0,0,0,0,55,17,4,1
Graduation,Married,44989.0,0,1,26,5,5,1,5,6,0,0,0,0,0,0,0,51,369,16,0
PhD,Married,38443.0,1,1,58,2,1,0,3,7,0,0,0,0,0,0,0,57,38,6,1
2n Cycle,Single,38593.0,1,0,42,3,4,1,3,8,0,0,0,0,0,0,0,47,177,11,1
PhD,Together,64413.0,0,1,27,1,5,1,5,5,0,0,0,0,0,0,0,55,279,12,1
Master,Married,36959.0,1,0,56,2,2,0,3,8,0,0,0,0,0,0,0,44,62,7,1
PhD,Married,61996.0,0,1,27,3,6,4,8,5,0,1,0,1,1,0,1,48,1230,21,2
Graduation,Married,51287.0,1,1,10,3,4,1,3,7,0,0,0,0,0,0,0,57,182,11,1
Graduation,Married,13260.0,1,1,48,4,3,0,3,8,0,0,0,0,0,0,0,55,49,10,1
PhD,Together,47472.0,1,1,39,2,2,0,4,5,0,0,0,0,0,0,0,59,75,8,1
Master,Together,54603.0,1,1,85,6,4,2,4,7,0,0,0,0,0,0,0,69,227,16,0
PhD,Married,45207.0,1,1,64,5,3,1,6,6,0,1,0,0,0,0,0,51,215,15,1
Graduation,Together,40689.0,0,1,69,7,7,1,5,8,0,0,0,0,0,0,0,74,444,20,0
2n Cycle,Together,47821.0,1,1,54,1,1,0,3,8,0,0,0,0,0,0,0,58,47,5,1
Master,Married,27450.0,0,0,57,1,2,1,3,7,0,0,0,0,0,0,0,74,143,7,1
Graduation,Together,39453.0,1,0,64,2,2,0,3,6,0,0,0,0,0,0,0,42,55,7,1
2n Cycle,Together,26850.0,1,1,10,4,2,1,4,4,0,0,0,0,0,0,0,54,63,11,1
Graduation,Widow,79800.0,0,0,65,1,5,11,5,3,1,0,1,1,0,0,1,70,1867,22,2
Master,Married,61794.0,0,1,74,2,4,4,10,2,0,0,0,0,0,0,0,64,611,20,2
Graduation,Together,53863.0,0,1,4,3,7,1,7,7,0,1,0,0,0,0,0,70,473,18,0
Graduation,Together,24221.0,0,0,94,1,1,1,3,4,0,0,0,0,0,0,0,66,55,6,1
PhD,Single,39684.0,1,0,41,2,2,1,2,7,0,0,0,0,0,1,1,41,81,7,1
Master,Married,92163.0,0,0,25,0,5,11,5,2,0,0,1,1,0,0,1,50,2086,21,2
Master,Single,69882.0,0,0,94,1,3,7,9,1,0,0,0,0,0,0,0,60,1478,20,2
Graduation,Together,33178.0,1,0,9,1,1,0,3,4,0,0,0,0,0,0,0,48,49,5,1
PhD,Married,59973.0,0,0,47,1,3,4,7,1,0,0,0,0,0,0,0,53,382,15,2
Master,Together,17459.0,1,0,12,3,3,1,2,7,0,0,0,0,0,0,1,50,69,9,1
Graduation,Divorced,23910.0,1,0,80,1,2,0,3,7,0,0,0,0,0,0,0,56,67,6,1
Master,Married,42169.0,1,1,20,2,1,0,3,8,0,0,0,0,0,0,0,56,30,6,1
2n Cycle,Married,26224.0,1,0,39,3,2,1,3,6,0,0,0,0,0,0,0,47,63,9,1
Graduation,Together,31089.0,1,0,57,3,3,0,4,8,0,0,0,0,0,0,0,44,79,10,1
Graduation,Single,30081.0,0,1,27,1,1,0,3,7,0,0,0,0,0,0,0,64,42,5,1
Graduation,Together,62807.0,0,1,83,3,5,3,12,5,0,0,0,0,0,0,0,65,819,23,0
Graduation,Single,72906.0,0,0,79,1,3,4,9,1,0,0,0,0,0,0,0,70,1151,17,2
PhD,Married,61467.0,0,2,69,3,5,2,10,5,0,0,0,0,0,0,0,77,594,20,0
Master,Together,49618.0,1,1,77,4,3,1,3,7,0,0,0,0,0,0,0,59,129,11,1
Master,Single,21888.0,1,0,15,4,5,1,2,10,0,0,0,0,0,0,1,39,213,12,1
Graduation,Widow,42429.0,0,1,99,2,1,1,3,5,0,0,0,0,0,0,0,52,67,7,1
Graduation,Divorced,26150.0,2,1,61,1,1,0,3,7,0,0,0,0,0,0,0,69,28,5,1
Basic,Married,30801.0,0,1,23,2,1,0,3,7,0,0,0,0,0,0,0,50,45,6,1
Graduation,Married,81168.0,0,0,84,1,6,4,7,3,0,0,0,1,0,0,0,60,1193,18,2
Master,Single,26877.0,0,0,74,2,3,1,6,6,0,0,0,0,0,0,0,56,268,12,1
Master,Widow,45006.0,0,0,90,1,3,1,7,3,0,0,0,0,0,0,0,81,266,12,1
Basic,Married,18978.0,1,0,41,1,1,0,3,8,0,0,0,0,0,0,0,52,37,5,1
Graduation,Married,22574.0,2,1,28,2,2,0,3,7,0,0,0,0,0,0,0,58,37,7,1
PhD,Single,48240.0,0,0,73,3,6,3,13,5,0,0,0,0,0,0,1,56,882,25,0
Graduation,Married,45837.0,1,1,88,5,6,2,5,7,0,0,0,0,0,0,0,51,373,18,0
Master,Single,35791.0,2,1,94,2,1,0,3,8,0,0,0,0,0,0,0,60,35,6,1
PhD,Together,162397.0,1,1,31,0,0,0,1,1,0,0,0,0,0,0,0,49,107,1,1
Graduation,Widow,54162.0,1,1,31,1,1,0,3,4,0,0,0,0,0,0,0,47,42,5,1
Master,Married,30522.0,0,1,6,5,1,2,9,2,0,0,0,0,0,0,0,65,326,17,0
PhD,Married,54456.0,0,1,23,3,6,1,7,6,0,0,0,0,0,0,0,64,404,17,0
Graduation,Single,31632.0,0,0,92,1,2,1,2,7,0,0,0,0,0,0,0,54,95,6,1
Graduation,Widow,72298.0,0,0,52,1,4,3,6,1,0,1,1,0,0,0,0,76,939,14,2
2n Cycle,Single,36975.0,1,0,50,1,1,0,3,7,0,0,0,0,0,0,0,47,33,5,1
2n Cycle,Married,72635.0,0,0,54,1,6,8,6,3,0,0,0,1,0,0,0,70,981,21,2
Graduation,Married,13624.0,1,0,93,2,2,0,3,6,0,0,0,0,0,0,0,49,36,7,1
Graduation,Single,84196.0,0,1,56,1,8,4,7,3,0,0,0,0,0,0,0,50,1237,20,2
Graduation,Together,70971.0,0,1,28,7,11,11,5,7,0,0,0,0,0,0,1,65,1825,34,0
PhD,Divorced,34487.0,1,1,94,3,3,0,3,9,0,0,0,0,0,0,0,48,103,9,1
Graduation,Single,28769.0,1,0,76,3,4,1,4,9,0,0,0,0,0,0,0,48,191,12,1
PhD,Married,69084.0,1,0,43,2,7,3,13,8,0,0,0,0,0,0,0,55,1586,25,0
PhD,Together,65488.0,0,0,46,1,3,4,6,1,0,0,0,0,0,0,0,67,963,14,2
2n Cycle,Married,62466.0,0,1,13,5,6,3,12,4,0,0,0,0,0,0,0,55,889,26,0
2n Cycle,Single,32218.0,0,0,27,1,2,1,3,7,1,0,0,0,0,0,1,65,93,7,1
Graduation,Single,83917.0,0,0,12,1,6,7,7,3,0,0,0,0,0,0,1,52,1587,21,2
Graduation,Divorced,46102.0,2,1,3,1,1,0,2,7,0,0,0,0,0,0,0,63,16,4,1
Graduation,Single,84574.0,0,0,72,1,9,11,11,5,0,0,0,0,0,0,0,73,1375,32,2
Graduation,Married,56181.0,0,1,6,1,4,2,7,4,0,0,0,0,0,0,0,63,393,14,2
Master,Divorced,63120.0,0,1,53,5,8,4,9,7,0,0,0,0,0,0,1,75,1477,26,0
Graduation,Married,73691.0,0,1,58,2,6,2,8,2,1,0,0,0,0,0,0,54,1179,18,2
Graduation,Together,63381.0,0,1,78,4,4,5,13,2,0,0,0,0,0,0,0,65,1005,26,2
PhD,Together,76140.0,0,0,57,1,5,9,6,2,0,0,0,0,0,0,0,77,1348,21,2
PhD,Divorced,62859.0,0,1,37,4,9,4,6,6,0,0,0,0,0,0,0,66,1307,23,0
Graduation,Single,45906.0,0,1,20,2,5,4,4,5,1,0,0,0,0,0,0,61,486,15,0
Master,Together,77632.0,0,0,73,1,4,2,6,2,0,1,1,0,0,0,1,78,2252,13,2
PhD,Married,46463.0,1,1,56,7,3,1,6,6,0,0,0,0,0,0,0,54,235,17,0
Graduation,Together,105471.0,0,0,36,0,9,8,13,3,0,0,1,1,0,0,1,55,1724,30,2
Master,Divorced,55282.0,1,0,9,1,3,1,6,4,0,0,0,0,0,0,0,55,235,11,1
Master,Married,78710.0,0,1,42,3,7,6,12,4,0,0,0,0,0,0,0,48,1092,28,2
Graduation,Together,66886.0,0,1,28,2,7,1,7,5,0,0,0,0,0,0,0,67,599,17,0
Master,Single,98777.0,0,0,23,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,19,2
Graduation,Together,29103.0,1,0,38,2,1,0,3,9,0,0,0,0,0,0,0,40,48,6,1
Graduation,Married,67445.0,0,1,63,5,9,6,12,6,0,0,0,0,0,0,0,51,1174,32,0
PhD,Together,50616.0,0,1,71,1,1,1,4,2,0,0,0,0,0,0,0,75,67,7,1
Graduation,Divorced,49431.0,0,1,9,2,7,1,5,8,0,0,0,0,0,0,0,70,365,15,0
Graduation,Divorced,153924.0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,1
Graduation,Together,61278.0,0,1,87,2,3,1,4,6,0,0,0,0,0,0,0,72,165,10,1
2n Cycle,Together,26490.0,0,0,92,2,3,1,5,6,0,0,0,0,0,0,0,67,210,11,1
PhD,Together,73059.0,0,1,36,1,9,3,13,4,0,0,0,0,0,0,0,78,1095,26,2
PhD,Single,46734.0,1,2,86,4,3,2,3,6,1,0,0,0,0,0,0,59,223,12,1
Graduation,Together,56253.0,0,1,83,4,7,2,9,6,0,0,0,0,0,0,0,62,597,22,0
Graduation,Married,19986.0,1,0,74,1,0,0,3,7,0,0,0,0,0,0,0,40,22,4,1
Graduation,Widow,58330.0,0,1,87,1,6,4,13,4,0,0,0,0,0,0,0,50,1064,24,2
Basic,Married,25965.0,0,0,29,1,2,0,3,8,0,0,0,0,0,0,0,45,74,6,1
Master,Together,14661.0,0,0,88,1,1,0,3,6,0,0,0,0,0,0,0,69,26,5,1
Graduation,Married,18690.0,0,0,77,1,1,1,2,8,0,0,0,0,0,0,0,66,60,5,1
PhD,Together,45068.0,0,1,25,1,1,0,2,7,0,0,0,0,0,0,0,51,20,4,1
Basic,Single,21063.0,1,0,34,2,2,0,3,6,0,0,0,0,0,0,0,38,59,7,1
PhD,Married,29187.0,1,0,43,1,1,0,3,8,0,0,0,0,0,0,0,57,34,5,1
2n Cycle,Married,54690.0,1,1,76,3,3,1,5,3,0,0,0,0,0,0,0,54,198,12,1
PhD,Married,59304.0,0,1,81,3,7,8,10,5,0,0,0,0,0,0,0,61,1048,28,2
Master,Single,59247.0,0,2,87,5,5,2,9,6,0,0,0,0,0,0,0,63,574,21,0
Graduation,Widow,66731.0,0,1,33,4,4,3,6,3,0,0,0,0,0,0,0,55,1029,17,2
Graduation,Married,77353.0,0,1,38,2,6,4,8,4,0,0,0,0,0,0,0,45,670,20,2
PhD,Single,52614.0,0,1,63,2,2,4,8,8,0,0,0,0,0,0,0,50,990,16,0
Graduation,Married,26751.0,2,0,26,1,1,0,2,8,0,0,0,0,0,0,0,51,11,4,1
PhD,Married,81300.0,0,1,17,3,10,3,5,5,0,0,0,1,0,0,1,62,1241,21,0
Graduation,Single,70337.0,0,0,75,1,2,2,12,1,0,0,0,0,0,0,0,46,576,17,2
2n Cycle,Married,36145.0,1,0,13,4,4,1,3,9,1,0,0,0,0,0,1,40,172,12,1
PhD,Single,65295.0,0,0,19,1,3,3,13,2,0,0,0,0,0,0,0,45,664,20,2
Graduation,Divorced,68118.0,0,1,51,2,8,9,4,6,0,0,0,0,0,0,0,62,928,23,2
Graduation,Divorced,68743.0,0,0,81,1,11,5,13,7,0,0,0,0,0,0,0,58,2074,30,2
2n Cycle,Together,41039.0,0,0,32,1,8,1,5,8,0,0,0,0,0,0,0,43,467,15,0
Graduation,Together,38946.0,0,1,84,2,3,1,6,5,0,0,0,0,0,0,0,70,257,12,1
Graduation,Together,65777.0,0,0,87,1,2,8,6,1,0,0,0,0,0,0,0,58,1146,17,2
PhD,Divorced,66476.0,0,1,99,2,5,2,11,4,0,0,0,0,0,0,0,49,689,20,2
PhD,Single,86857.0,0,0,96,1,5,6,10,2,0,0,0,0,0,0,1,53,2114,22,2
PhD,Married,160803.0,0,0,21,15,0,28,1,0,0,0,0,0,0,0,0,43,1717,44,2
PhD,Together,77845.0,0,0,40,1,3,5,12,1,0,0,1,1,0,0,0,36,1346,21,2
PhD,Together,69476.0,0,0,3,1,4,6,4,2,0,0,0,0,0,0,0,56,1044,15,2
PhD,Divorced,50611.0,0,1,98,6,4,5,7,6,0,1,0,0,0,0,1,65,493,22,0
Graduation,Single,61209.0,0,0,73,1,5,3,4,2,0,0,0,0,0,0,0,55,957,13,2
Master,Together,42315.0,0,1,90,3,1,4,4,3,0,0,0,0,0,0,0,67,270,12,1
Basic,Together,13084.0,0,0,29,1,1,0,3,6,0,0,0,0,0,0,0,73,29,5,1
Master,Widow,47570.0,1,1,3,3,2,2,2,7,0,0,0,0,0,0,1,76,121,9,1
Master,Married,61923.0,0,2,94,1,2,1,4,3,0,0,0,0,0,0,0,64,126,8,1
Graduation,Single,34824.0,0,0,65,1,1,0,2,6,0,0,0,0,0,0,0,30,23,4,1
PhD,Single,26518.0,1,1,33,3,2,0,3,8,0,0,0,0,0,0,1,76,57,8,1
Graduation,Single,45938.0,0,0,46,2,8,4,6,6,0,0,0,0,0,0,0,64,636,20,0
Graduation,Together,78468.0,0,0,29,1,10,7,10,4,0,0,0,1,0,0,0,65,1004,28,2
Graduation,Divorced,78901.0,0,1,99,3,9,3,5,4,0,0,0,0,0,0,0,52,734,20,0
Graduation,Married,71427.0,2,0,26,2,8,2,8,4,0,0,0,0,0,0,0,47,614,20,0
Graduation,Divorced,71022.0,0,1,30,3,5,2,11,8,1,0,0,0,0,0,0,47,1453,21,0
Master,Single,90247.0,0,0,27,1,3,4,7,1,0,1,1,1,0,0,1,37,1621,15,2
Master,Divorced,41335.0,1,0,24,3,4,1,4,7,0,0,0,0,0,0,0,57,187,12,1
Graduation,Married,71952.0,1,0,93,2,8,4,8,4,1,0,1,0,0,0,0,39,1443,22,2
PhD,Divorced,35682.0,1,0,34,1,1,1,3,2,0,0,0,0,0,0,0,55,57,6,1
Graduation,Divorced,43185.0,0,1,88,2,9,3,6,8,0,0,0,0,0,0,0,74,637,20,0
PhD,Together,66375.0,0,1,96,3,2,4,5,7,1,0,0,0,0,0,0,77,948,14,0
Master,Married,35178.0,1,0,10,1,1,1,2,7,1,0,0,0,0,0,1,54,59,5,1
Graduation,Married,25252.0,1,0,26,1,1,0,2,8,0,0,0,0,0,0,0,39,18,4,1
Master,Single,55250.0,0,1,49,4,7,5,10,5,0,0,0,0,0,0,0,60,903,26,0
Graduation,Single,33249.0,1,0,11,2,2,1,3,6,0,0,0,0,0,0,0,50,112,8,1
Graduation,Together,58398.0,0,0,44,3,5,4,8,4,0,0,0,0,0,0,0,72,596,20,0
Graduation,Together,50272.0,1,0,75,3,4,1,5,7,0,0,0,0,0,0,0,43,233,13,1
PhD,Married,76618.0,0,0,64,1,3,2,5,1,0,0,0,0,0,0,0,50,1511,11,2
2n Cycle,Divorced,87305.0,0,0,19,1,5,3,8,2,0,0,1,0,0,0,1,65,1152,17,2
Graduation,Together,25851.0,1,0,45,2,2,0,3,7,0,0,0,0,0,0,0,47,48,7,1
Graduation,Divorced,58710.0,0,1,77,6,11,5,9,6,0,0,0,0,0,0,0,55,1185,31,0
Graduation,Single,45160.0,1,1,9,1,1,0,2,7,0,0,0,0,0,0,0,67,21,4,1
Master,Married,74806.0,0,1,1,2,5,4,5,4,0,0,0,0,0,0,0,60,965,16,2
Graduation,Married,59111.0,0,0,90,1,11,1,8,7,0,0,0,0,0,0,0,71,869,21,0
PhD,Married,18988.0,1,0,43,2,1,0,3,7,0,0,0,0,0,0,0,41,16,6,1
Graduation,Married,72190.0,0,0,79,1,5,6,4,3,0,0,0,0,0,0,0,60,1947,16,2
Graduation,Married,7500.0,1,0,19,5,4,1,2,9,1,0,0,0,0,0,1,49,71,12,1
Graduation,Married,44794.0,0,1,99,1,2,0,3,6,0,0,0,0,0,0,0,59,65,6,1
Graduation,Married,80395.0,0,0,62,1,6,5,12,2,0,0,0,1,0,0,0,70,1380,24,2
Master,Divorced,75012.0,0,0,41,1,3,8,11,1,0,0,0,0,0,0,0,49,1027,23,2
Master,Married,56962.0,2,1,60,7,6,3,5,7,0,0,0,0,0,0,0,60,411,21,0
Graduation,Together,89891.0,0,0,17,1,11,6,8,4,0,0,1,0,0,0,0,34,836,26,2
PhD,Divorced,35946.0,1,1,24,1,0,0,3,5,0,0,0,0,0,0,0,76,11,4,1
PhD,Together,53593.0,1,1,60,8,7,2,6,8,0,0,0,0,0,0,0,72,480,23,0
Graduation,Married,66373.0,1,1,57,7,4,2,10,3,0,0,0,0,0,0,0,47,606,23,0
PhD,Divorced,45072.0,1,2,74,5,6,1,4,8,0,0,0,0,0,0,0,77,284,16,0
Graduation,Divorced,89694.0,1,1,22,3,4,3,4,5,0,1,1,1,0,0,0,52,1472,14,2
Graduation,Married,72025.0,0,0,46,1,4,8,13,2,0,1,1,1,0,0,1,76,1677,26,2
Graduation,Married,67432.0,0,1,69,2,8,5,4,4,0,0,0,0,0,0,0,52,1335,19,2
Master,Together,70545.0,0,1,29,1,4,1,7,2,0,0,0,0,0,0,0,73,334,13,2
Basic,Married,17487.0,1,0,37,1,1,0,2,7,0,0,0,0,0,0,0,36,18,4,1
Graduation,Together,62882.0,0,1,26,2,7,5,6,4,0,0,0,0,0,0,0,56,1338,20,2
PhD,Single,64108.0,0,1,8,4,6,9,11,5,0,0,0,0,0,0,0,72,1099,30,2
Master,Together,34941.0,1,1,26,2,3,0,3,8,0,0,0,0,0,0,0,69,97,8,1
PhD,Single,48767.0,1,2,79,3,2,1,3,5,0,0,0,0,0,0,0,75,63,9,1
2n Cycle,Together,38702.0,1,0,71,2,3,0,4,6,0,0,0,0,0,0,0,47,109,9,1
Graduation,Married,82224.0,0,0,83,1,6,9,5,3,0,0,0,1,0,0,0,61,902,21,2
Graduation,Together,83844.0,0,0,57,1,4,4,11,1,0,0,1,0,0,0,0,73,1574,20,2
2n Cycle,Married,17003.0,1,0,37,3,2,0,4,5,0,0,0,0,0,0,0,50,38,9,1
Graduation,Single,71163.0,0,0,30,1,3,8,12,1,0,0,0,0,0,0,0,30,960,24,2
Graduation,Single,33697.0,1,0,34,1,1,0,2,7,1,0,0,0,0,0,0,55,28,4,1
2n Cycle,Married,63564.0,0,0,0,1,10,10,7,6,1,0,0,0,0,0,1,71,1215,28,2
PhD,Together,83443.0,0,0,89,1,6,10,5,2,0,0,0,0,0,0,0,53,1497,22,2
PhD,Together,51518.0,0,1,92,2,3,2,10,3,0,0,0,0,0,0,0,67,449,17,2
Graduation,Widow,58330.0,0,1,87,1,6,4,13,4,0,0,0,0,0,0,0,50,1064,24,2
Graduation,Married,80952.0,0,0,20,1,8,5,11,8,0,1,1,1,0,0,1,56,1757,25,2
Graduation,Together,75507.0,0,0,56,1,8,6,6,3,0,0,0,0,0,0,0,46,1440,21,2
2n Cycle,Together,63855.0,0,0,28,1,7,3,13,4,0,0,0,0,0,0,0,47,1006,24,2
PhD,Together,62220.0,0,1,55,5,7,6,5,6,0,0,0,0,0,0,1,53,1226,23,0
Graduation,Married,58512.0,0,1,25,5,3,4,8,8,0,0,0,0,0,0,0,61,1171,20,0
Master,Married,40662.0,1,0,0,2,2,1,3,4,0,0,0,0,0,0,0,46,92,8,1
PhD,Married,38829.0,0,1,86,1,3,2,2,5,0,0,0,0,0,0,0,66,99,8,1
2n Cycle,Married,35523.0,1,0,8,2,3,0,3,7,0,0,0,0,0,0,0,44,66,8,1
Graduation,Single,79146.0,1,1,33,2,8,1,8,6,0,0,0,0,0,0,0,58,564,19,0
Master,Married,78285.0,0,0,13,1,6,4,10,3,0,0,0,0,0,0,0,37,1427,21,2
PhD,Single,31626.0,1,0,12,1,2,1,2,7,1,0,0,0,0,0,1,47,86,6,1
Graduation,Single,75127.0,0,0,92,1,2,11,5,1,0,0,0,0,0,0,0,73,833,19,2
Graduation,Married,48726.0,0,1,90,3,3,2,4,6,0,0,0,0,0,0,0,70,242,12,1
Graduation,Married,74985.0,0,0,8,1,3,6,7,2,0,0,0,0,0,0,0,48,1869,17,2
Graduation,Together,67430.0,0,0,6,1,11,5,12,6,0,0,0,0,0,0,0,38,1364,29,2
2n Cycle,Married,46891.0,0,1,91,1,2,1,4,4,0,0,0,0,0,0,0,60,183,8,1
Master,Married,62058.0,0,1,52,4,6,1,7,6,0,0,0,0,0,0,0,69,450,18,0
Graduation,Married,72063.0,0,1,3,2,5,2,12,2,0,0,0,0,0,0,0,46,758,21,2
PhD,Married,78939.0,0,0,57,1,8,5,6,3,0,0,0,0,0,0,0,74,1507,20,2
Graduation,Single,42720.0,1,1,9,8,7,3,7,8,0,0,0,0,0,0,1,60,654,25,0
Graduation,Married,33622.0,1,1,22,3,2,0,4,7,0,0,0,0,0,0,0,53,81,9,1
PhD,Together,6835.0,0,1,76,0,0,0,1,20,0,0,0,0,0,0,0,68,137,1,1
Graduation,Together,41452.0,1,1,86,1,1,0,2,7,0,0,0,0,0,0,0,72,16,4,1
PhD,Single,40760.0,0,1,64,2,2,1,3,6,0,0,0,0,0,0,0,60,93,8,1
PhD,Together,74250.0,0,0,90,1,2,11,4,1,0,0,0,0,0,0,0,67,1158,18,2
Master,Single,51124.0,1,1,79,2,1,0,3,3,0,0,0,0,0,0,0,70,43,6,1
Graduation,Single,72258.0,0,1,28,2,6,9,5,2,0,0,0,0,0,0,0,54,1525,22,2
PhD,Single,71466.0,0,0,86,1,4,4,10,1,0,0,0,0,0,0,0,51,1230,19,2
Graduation,Together,36283.0,1,1,42,2,1,0,3,4,0,0,0,0,0,0,0,49,29,6,1
Graduation,Single,20587.0,1,0,39,1,1,1,2,7,0,0,0,0,0,0,0,55,25,5,1
Graduation,Married,30467.0,1,0,8,1,1,0,2,7,0,0,0,0,0,0,0,53,24,4,1
Graduation,Together,31590.0,1,0,40,1,1,0,3,8,0,0,0,0,0,0,0,53,38,5,1
Basic,Married,20425.0,1,0,5,2,2,0,3,7,0,0,0,0,0,0,0,39,57,7,1
Master,Together,17144.0,1,1,96,5,3,0,4,7,0,0,0,0,0,0,0,65,47,12,1
PhD,Divorced,42564.0,0,1,28,6,6,8,4,7,1,0,0,0,0,0,1,57,813,24,0
Master,Married,43783.0,1,0,22,6,7,1,8,7,1,0,0,0,0,0,0,47,629,22,0
Graduation,Divorced,40780.0,0,1,30,4,7,1,5,9,0,0,0,0,0,0,0,49,377,17,0
Master,Together,62847.0,0,0,45,1,3,6,4,2,0,0,0,0,0,0,0,80,1612,14,2
PhD,Married,82017.0,0,0,58,1,5,4,7,2,0,1,1,1,0,0,1,68,729,17,2
Graduation,Single,16813.0,0,0,49,1,2,0,3,7,1,0,0,0,0,0,0,75,50,6,1
Graduation,Married,51267.0,1,1,37,4,3,3,5,4,0,0,0,0,0,0,0,47,270,15,1
Graduation,Single,46524.0,0,1,70,2,1,1,5,3,0,0,0,0,0,0,0,64,177,9,1
Master,Single,45183.0,0,0,33,1,4,1,7,7,0,1,0,0,0,0,0,63,315,13,1
PhD,Married,70421.0,0,1,98,3,10,3,7,6,0,0,0,0,0,0,0,71,767,23,0
2n Cycle,Divorced,60161.0,0,1,17,3,11,4,8,8,0,0,0,0,0,0,0,60,1071,26,0
Graduation,Together,73926.0,0,0,54,1,6,5,12,3,0,0,0,0,0,0,0,52,1580,24,2
Graduation,Married,19329.0,1,0,39,3,4,0,3,8,0,0,0,0,0,0,0,57,60,10,1
Master,Married,61872.0,0,1,81,4,4,4,9,4,0,0,0,0,0,0,0,55,573,21,0
Graduation,Widow,46984.0,1,1,71,1,1,0,3,5,0,0,0,0,0,0,0,69,41,5,1
Graduation,Married,34838.0,1,1,62,3,2,1,4,6,0,0,0,0,0,0,0,74,170,10,1
PhD,Single,82716.0,0,0,8,1,6,8,13,2,0,0,0,0,0,0,0,81,1167,28,2
Graduation,Married,48192.0,0,0,76,3,2,8,12,8,0,1,0,1,1,0,1,67,1526,25,2
Master,Married,49681.0,0,2,66,6,7,1,7,7,0,0,0,0,0,0,0,49,458,21,0
Master,Married,56850.0,0,1,83,1,1,1,3,2,0,0,0,0,0,0,0,54,63,6,1
Graduation,Married,55267.0,0,1,28,4,3,4,6,3,0,0,0,0,0,0,0,68,405,17,0
Graduation,Married,59666.0,1,1,87,7,3,2,8,8,0,1,0,0,0,0,0,53,1027,20,0
Graduation,Single,72504.0,0,1,43,2,5,9,6,2,0,0,0,0,0,0,0,53,1478,22,2
Graduation,Married,26872.0,0,0,0,1,1,1,2,6,0,0,0,0,0,0,0,44,72,5,1
Graduation,Single,21359.0,1,0,1,2,2,0,3,8,0,0,0,0,0,0,1,53,48,7,1
Graduation,Single,73170.0,0,0,1,1,5,4,6,2,0,0,0,0,0,0,0,50,726,16,2
Master,Married,52750.0,0,1,72,6,5,7,9,4,0,0,0,0,0,0,0,70,860,27,0
PhD,Together,91820.0,0,0,72,0,5,5,12,1,0,0,0,0,0,0,0,39,1497,22,2
PhD,Together,65968.0,0,1,12,2,5,4,7,3,0,0,0,0,0,0,0,55,495,18,2
Graduation,Married,30772.0,1,1,89,1,1,0,2,6,0,0,0,0,0,0,0,49,20,4,1
Graduation,Single,22507.0,0,0,67,3,10,2,4,9,0,0,0,0,0,0,0,71,570,19,0
Graduation,Married,65685.0,0,1,54,1,9,2,9,5,0,0,0,0,0,0,0,53,769,21,0
2n Cycle,Married,25804.0,1,0,34,2,2,0,3,8,0,0,0,0,0,0,0,47,55,7,1
